rh_min,wind_min,0,3,8,13,18,23,28,33,38,43,48,53,58,63,68,73,78,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0,66,69,72,74,77,79,81,83,84,86,87,89,90,91,92,93,94,94,95,95,95,95,95,95,96,96,96,96,96,97,97,97,97,97,97,98,99
0,4,76,77,80,82,83,85,86,88,89,90,91,92,93,93,94,95,95,95,96,96,96,96,96,96,96,96,97,97,97,97,97,97,97,97,97,98,98
0,14,82,84,85,87,88,89,90,91,92,92,93,94,94,95,95,96,96,96,96,96,96,96,97,97,97,97,97,97,97,97,97,97,97,97,97,98,98
0,29,87,88,89,90,91,92,92,93,94,94,95,95,95,96,96,96,96,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,98,98
11,0,64,66,69,72,75,77,79,81,82,84,86,87,88,89,91,92,92,93,93,93,93,93,94,94,94,94,94,94,95,95,95,95,95,96,97,97,98
11,4,73,75,78,79,81,83,84,86,87,88,89,90,91,91,92,93,93,94,94,94,94,94,94,94,94,95,95,95,95,95,95,95,95,95,96,97,97
11,14,80,82,83,85,86,87,88,89,90,90,91,92,92,93,93,94,94,94,94,94,94,95,95,95,95,95,95,95,95,95,95,95,95,96,97,97,97
11,29,85,86,87,88,89,90,90,91,92,92,93,93,93,94,94,94,94,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,96,97,97,97
19,0,61,64,67,69,72,74,76,78,80,82,83,85,86,87,89,90,90,91,91,91,91,92,92,92,92,92,92,93,93,93,93,94,95,95,96,96,96
19,4,71,73,75,77,79,80,82,83,84,86,87,88,89,89,90,91,91,92,92,92,92,92,92,92,93,93,93,93,93,93,93,92,93,94,95,95,96
19,14,78,79,81,82,83,85,86,87,87,88,89,90,90,91,91,92,92,92,92,92,92,93,93,93,93,93,89,90,91,91,92,94,95,95,95,95,95
19,29,83,84,85,86,87,88,88,89,89,90,90,91,91,92,92,92,92,93,93,93,93,93,93,93,93,93,89,90,91,91,91,94,95,95,95,95,95
29,0,57,60,63,66,69,71,73,75,77,79,81,82,84,85,86,88,88,89,89,89,89,90,90,90,90,91,91,91,91,92,93,93,93,94,94,94,95
29,4,67,69,72,74,76,77,79,81,82,83,84,85,86,87,88,89,89,90,90,90,90,90,90,90,91,91,91,91,91,92,93,93,93,93,93,94,94
29,14,75,76,78,79,81,82,83,84,85,86,87,87,88,89,89,90,90,90,90,90,90,91,91,91,91,91,91,91,91,92,93,93,93,93,93,93,94
29,29,80,81,82,83,84,85,86,86,87,88,88,89,89,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,92,93,93,93,93,93,93,93
39,0,52,55,59,62,65,67,70,72,74,76,78,80,81,83,84,86,87,87,87,87,88,88,88,88,89,89,89,90,91,91,91,92,92,92,92,93,93
39,4,63,65,68,70,72,74,76,78,79,80,82,83,84,85,86,87,87,88,88,88,88,88,89,89,89,89,89,90,91,91,91,91,91,92,92,92,92
39,14,71,73,74,76,78,79,80,81,82,83,84,85,86,86,87,88,88,88,88,88,89,89,89,89,89,89,89,90,91,91,91,89,90,90,91,91,91
39,29,77,78,79,80,81,82,83,84,85,85,86,86,87,87,88,88,88,89,89,89,89,89,89,89,89,89,89,90,91,91,91,89,89,90,90,91,91
50,0,46,49,53,56,59,62,65,68,70,72,75,77,78,80,82,84,85,85,85,86,86,86,86,87,87,88,89,89,89,89,90,90,90,90,91,92,92
50,4,57,60,63,65,68,70,72,74,76,77,79,80,81,83,84,85,85,86,86,86,86,87,87,87,87,88,89,89,89,89,88,89,89,90,90,90,91
50,14,66,68,70,72,74,75,77,78,79,81,82,82,83,84,85,86,86,86,86,87,87,87,87,87,87,88,89,89,89,89,89,89,89,89,89,90,90
50,29,73,74,76,77,78,79,80,81,82,83,83,84,85,85,86,86,86,87,87,87,87,87,87,87,87,88,89,89,89,89,89,89,89,89,89,89,89
62,0,38,41,45,49,53,56,59,62,65,68,70,73,75,77,79,81,83,83,83,84,84,85,85,86,87,87,87,87,87,87,88,88,88,88,88,89,89
62,4,50,53,56,59,62,65,67,69,71,73,75,77,78,80,81,83,83,84,84,84,85,85,85,86,87,87,87,87,87,87,87,88,88,88,88,88,88
62,14,60,62,64,67,69,71,73,74,76,77,78,79,81,82,82,83,84,84,84,85,85,85,85,86,87,87,87,87,87,87,87,87,87,87,87,88,88
62,29,67,69,71,72,74,75,77,78,79,80,80,81,82,83,83,84,84,85,85,85,85,85,85,86,87,87,87,87,87,87,87,87,87,87,87,87,87
74,0,28,32,36,41,45,49,52,56,59,62,65,68,71,74,76,79,81,81,82,82,83,84,84,84,85,85,85,85,85,85,86,86,86,86,86,86,87
74,4,40,43,47,51,54,57,60,63,65,68,70,72,74,76,78,80,81,82,82,82,83,84,84,84,85,85,85,85,85,85,85,85,85,85,86,86,86
74,14,50,53,56,59,61,64,66,68,70,72,74,75,77,78,80,81,82,82,82,82,83,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85
74,29,58,60,63,65,67,69,71,72,74,75,76,77,79,80,80,81,82,82,82,82,83,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85
85,0,17,21,26,30,35,39,43,48,52,55,59,63,66,70,73,76,79,80,81,81,81,81,82,82,82,82,82,82,83,83,83,83,83,83,83,83,84
85,4,26,29,34,38,42,46,50,54,57,60,63,66,69,72,74,77,79,80,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,83,83
85,14,34,37,42,45,49,52,56,59,61,64,67,69,71,74,76,78,79,80,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82
85,29,41,45,48,52,55,58,60,63,65,67,69,71,73,75,76,78,79,80,81,81,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82
94,0,5,9,14,19,24,29,34,39,43,48,52,57,61,66,70,75,77,77,77,77,78,78,78,78,78,78,78,79,79,79,79,79,79,79,79,80,80
94,4,9,13,18,22,27,32,36,41,45,50,54,58,63,67,71,75,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,79,79,79
94,14,12,16,21,25,30,35,39,43,47,52,56,60,64,67,71,75,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78
94,29,15,19,24,28,33,37,41,45,49,53,57,61,64,68,71,75,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78
